sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2020/11/11,516.321297,Northeast,NJ,"Union County, NJ",34039
2020/11/11,298.4052959,Northeast,RI,"Washington County, RI",44009
2020/11/18,539.7727309,West,CO,"Arapahoe County, CO",8005
2020/11/18,656.1091986,Northeast,PA,"Dauphin County, PA",42043
2020/11/18,1514.912106,West,NV,"Elko County, NV",32007
2020/11/18,698.0070945,Northeast,PA,"Erie County, PA",42049
2020/11/18,276.4465508,Northeast,MA,"Essex County, MA",25009
2020/11/18,719.5973907,Northeast,CT,"Fairfield County, CT",9001
2020/11/18,830.5742751,Northeast,PA,"Franklin County, PA",42055
2020/11/18,219.9180971,Northeast,MA,"Hampshire County, MA",25015
2020/11/18,809.6148476,Midwest,MN,"Hennepin County, MN",27053
2020/11/18,1368.188498,Northeast,PA,"Indiana County, PA",42063
2020/11/18,802.3806571,West,OR,"Jackson County, OR",41029
2020/11/18,608.2868285,South,KY,"Jefferson County, KY",21111
2020/11/18,1379.580456,Midwest,IN,"Lake County, IN",18089
2020/11/18,419.9985867,South,FL,"Miami-Dade County, FL",12086
2020/11/18,183.7675242,Northeast,MA,"Middlesex County, MA",25017
2020/11/18,29.89777759,West,CA,"Monterey County, CA",6053
2020/11/18,217.7925291,Northeast,PA,"Montgomery County, PA",42091
2020/11/18,306.2903132,West,OR,"Multnomah County, OR",41051
2020/11/18,149.1635823,Northeast,NY,"Nassau County, NY",36059
2020/11/18,467.9360502,Northeast,DE,"New Castle County, DE",10003
2020/11/18,202.9602048,South,FL,"Palm Beach County, FL",12099
2020/11/18,2594.388143,West,MT,"Park County, MT",30067
2020/11/18,1150.980283,Midwest,IL,"Peoria County, IL",17143
2020/11/18,286.5531674,West,CA,"Placer County, CA",6061
2020/11/18,268.088531,West,CA,"Sacramento County, CA",6067
2020/11/18,695.466109,South,TN,"Shelby County, TN",47157
2020/11/18,464.8123927,South,VA,"Stafford County, VA",51179
2020/11/18,763.4050888,Midwest,IN,"Steuben County, IN",18151
2020/11/18,432.1071409,Northeast,MA,"Suffolk County, MA",25025
2020/11/18,262.5016668,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/11/25,317.7310195,West,CO,"Arapahoe County, CO",8005
2020/11/25,943.1658416,Northeast,PA,"Dauphin County, PA",42043
2020/11/25,645.3508358,West,NV,"Elko County, NV",32007
2020/11/25,407.1424311,Northeast,MA,"Essex County, MA",25009
2020/11/25,534.0512753,Northeast,CT,"Fairfield County, CT",9001
2020/11/25,590.565094,South,TN,"Hamilton County, TN",47065
2020/11/25,154.4464911,Northeast,MA,"Hampshire County, MA",25015
2020/11/25,746.5910076,Midwest,MN,"Hennepin County, MN",27053
2020/11/25,1940.29593,Northeast,PA,"Indiana County, PA",42063
2020/11/25,626.2153405,West,OR,"Jackson County, OR",41029
2020/11/25,538.6727617,South,KY,"Jefferson County, KY",21111
2020/11/25,917.5989909,Midwest,IN,"Lake County, IN",18089
2020/11/25,749.718446,South,FL,"Miami-Dade County, FL",12086
2020/11/25,179.0206932,Northeast,MA,"Middlesex County, MA",25017
2020/11/25,130.3685949,West,CA,"Monterey County, CA",6053
2020/11/25,265.2453994,Northeast,PA,"Montgomery County, PA",42091
2020/11/25,456.8116564,West,OR,"Multnomah County, OR",41051
2020/11/25,739.4908685,Northeast,DE,"New Castle County, DE",10003
2020/11/25,2651.707588,West,MT,"Park County, MT",30067
2020/11/25,1337.495558,Midwest,IL,"Peoria County, IL",17143
2020/11/25,505.8371359,West,CA,"Placer County, CA",6061
2020/11/25,361.6147833,West,CA,"Sacramento County, CA",6067
2020/11/25,521.3457584,South,VA,"Stafford County, VA",51179
2020/11/25,712.717181,Midwest,IN,"Steuben County, IN",18151
2020/11/25,607.3713669,Northeast,MA,"Suffolk County, MA",25025
2020/11/25,291.6813139,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/12/2,295.9452352,West,CO,"Arapahoe County, CO",8005
2020/12/2,1342.748906,Northeast,PA,"Dauphin County, PA",42043
2020/12/2,932.7799215,West,NV,"Elko County, NV",32007
2020/12/2,775.8738228,Northeast,PA,"Erie County, PA",42049
2020/12/2,695.1306198,Northeast,MA,"Essex County, MA",25009
2020/12/2,482.2133217,Northeast,CT,"Fairfield County, CT",9001
2020/12/2,1080.662644,Northeast,PA,"Franklin County, PA",42055
2020/12/2,235.956003,Northeast,MA,"Hampshire County, MA",25015
2020/12/2,712.0561015,Midwest,MN,"Hennepin County, MN",27053
2020/12/2,1063.51089,Northeast,PA,"Indiana County, PA",42063
2020/12/2,581.9708565,West,OR,"Jackson County, OR",41029
2020/12/2,450.3035436,South,KY,"Jefferson County, KY",21111
2020/12/2,504.0382251,South,FL,"Miami-Dade County, FL",12086
2020/12/2,199.758128,Northeast,MA,"Middlesex County, MA",25017
2020/12/2,225.5358184,West,CA,"Monterey County, CA",6053
2020/12/2,328.1444854,Northeast,PA,"Montgomery County, PA",42091
2020/12/2,451.1484206,West,OR,"Multnomah County, OR",41051
2020/12/2,291.8068085,Northeast,NY,"Nassau County, NY",36059
2020/12/2,1296.640995,Northeast,DE,"New Castle County, DE",10003
2020/12/2,278.8586826,South,FL,"Palm Beach County, FL",12099
2020/12/2,993.635187,West,MT,"Park County, MT",30067
2020/12/2,974.5749111,Midwest,IL,"Peoria County, IL",17143
2020/12/2,632.0928916,West,CA,"Placer County, CA",6061
2020/12/2,458.4808531,West,CA,"Sacramento County, CA",6067
2020/12/2,866.1517547,South,TN,"Shelby County, TN",47157
2020/12/2,332.7121044,West,WA,"Skagit County, WA",53057
2020/12/2,545.234133,South,VA,"Stafford County, VA",51179
2020/12/2,720.4320692,Midwest,IN,"Steuben County, IN",18151
2020/12/2,844.4110673,Northeast,MA,"Suffolk County, MA",25025
2020/12/2,1110.933254,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/12/2,1208.357283,Northeast,PA,"Westmoreland County, PA",42129
2020/12/9,328.4449055,West,CO,"Arapahoe County, CO",8005
2020/12/9,541.9079692,Northeast,MA,"Berkshire County, MA",25003
2020/12/9,2037.179282,Northeast,PA,"Dauphin County, PA",42043
2020/12/9,869.7684801,West,NV,"Elko County, NV",32007
2020/12/9,1278.970804,Northeast,PA,"Erie County, PA",42049
2020/12/9,524.4225447,Northeast,MA,"Essex County, MA",25009
2020/12/9,518.0237335,Northeast,CT,"Fairfield County, CT",9001
2020/12/9,1004.761126,South,TN,"Hamilton County, TN",47065
2020/12/9,221.2369501,Northeast,MA,"Hampshire County, MA",25015
2020/12/9,622.9289855,Midwest,MN,"Hennepin County, MN",27053
2020/12/9,622.6297016,Northeast,PA,"Indiana County, PA",42063
2020/12/9,503.2199383,West,OR,"Jackson County, OR",41029
2020/12/9,347.6053485,South,KY,"Jefferson County, KY",21111
2020/12/9,634.4990542,Midwest,IN,"Lake County, IN",18089
2020/12/9,566.6577858,South,FL,"Miami-Dade County, FL",12086
2020/12/9,281.0498139,Northeast,MA,"Middlesex County, MA",25017
2020/12/9,118.321929,West,CA,"Monterey County, CA",6053
2020/12/9,476.4942027,West,OR,"Multnomah County, OR",41051
2020/12/9,288.6685842,Northeast,NY,"Nassau County, NY",36059
2020/12/9,1304.033152,Northeast,DE,"New Castle County, DE",10003
2020/12/9,722.0233923,West,MT,"Park County, MT",30067
2020/12/9,924.4297191,West,CA,"Placer County, CA",6061
2020/12/9,430.9296428,West,CA,"Sacramento County, CA",6067
2020/12/9,778.3711311,South,TN,"Shelby County, TN",47157
2020/12/9,445.2569034,West,WA,"Skagit County, WA",53057
2020/12/9,548.0394624,South,VA,"Stafford County, VA",51179
2020/12/9,633.4658569,Midwest,IN,"Steuben County, IN",18151
2020/12/9,937.9791334,Northeast,MA,"Suffolk County, MA",25025
2020/12/9,1579.153828,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/12/9,565.3900637,Northeast,NJ,"Union County, NJ",34039
2020/12/9,1157.45257,Northeast,PA,"Westmoreland County, PA",42129
2020/12/16,366.879957,West,CO,"Arapahoe County, CO",8005
2020/12/16,330.8497472,Northeast,MA,"Berkshire County, MA",25003
2020/12/16,1633.741715,Northeast,PA,"Dauphin County, PA",42043
2020/12/16,885.2656499,West,NV,"Elko County, NV",32007
2020/12/16,1711.596991,Northeast,PA,"Erie County, PA",42049
2020/12/16,383.521521,Northeast,MA,"Essex County, MA",25009
2020/12/16,733.1181078,Northeast,CT,"Fairfield County, CT",9001
2020/12/16,769.4529649,Northeast,PA,"Franklin County, PA",42055
2020/12/16,305.0369292,Northeast,MA,"Hampshire County, MA",25015
2020/12/16,614.0747084,Midwest,MN,"Hennepin County, MN",27053
2020/12/16,712.7180728,Northeast,PA,"Indiana County, PA",42063
2020/12/16,834.5118289,West,OR,"Jackson County, OR",41029
2020/12/16,516.6306171,South,KY,"Jefferson County, KY",21111
2020/12/16,842.7688302,Midwest,IN,"Lake County, IN",18089
2020/12/16,552.8624474,South,FL,"Miami-Dade County, FL",12086
2020/12/16,407.9225579,Northeast,MA,"Middlesex County, MA",25017
2020/12/16,66.5848673,West,CA,"Monterey County, CA",6053
2020/12/16,260.3366187,Northeast,PA,"Montgomery County, PA",42091
2020/12/16,408.8754132,West,OR,"Multnomah County, OR",41051
2020/12/16,295.6910187,Northeast,NY,"Nassau County, NY",36059
2020/12/16,1142.067679,Northeast,DE,"New Castle County, DE",10003
2020/12/16,297.5030488,South,FL,"Palm Beach County, FL",12099
2020/12/16,470.7231126,West,MT,"Park County, MT",30067
2020/12/16,1236.316023,Midwest,IL,"Peoria County, IL",17143
2020/12/16,948.0646483,West,CA,"Placer County, CA",6061
2020/12/16,583.3894493,West,CA,"Sacramento County, CA",6067
2020/12/16,751.8251134,South,TN,"Shelby County, TN",47157
2020/12/16,834.0100594,West,WA,"Skagit County, WA",53057
2020/12/16,720.4036166,South,VA,"Stafford County, VA",51179
2020/12/16,696.0430444,Midwest,IN,"Steuben County, IN",18151
2020/12/16,939.534758,Northeast,MA,"Suffolk County, MA",25025
2020/12/16,1208.694941,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/12/23,284.0025193,West,CO,"Arapahoe County, CO",8005
2020/12/23,409.553926,Northeast,MA,"Berkshire County, MA",25003
2020/12/23,1788.397818,Northeast,PA,"Dauphin County, PA",42043
2020/12/23,870.2627619,West,NV,"Elko County, NV",32007
2020/12/23,1650.960811,Northeast,PA,"Erie County, PA",42049
2020/12/23,700.2194331,Northeast,CT,"Fairfield County, CT",9001
2020/12/23,1268.499414,South,TN,"Hamilton County, TN",47065
2020/12/23,463.7366801,Northeast,MA,"Hampshire County, MA",25015
2020/12/23,570.8129232,Northeast,PA,"Indiana County, PA",42063
2020/12/23,1061.802905,West,OR,"Jackson County, OR",41029
2020/12/23,650.3266069,South,KY,"Jefferson County, KY",21111
2020/12/23,1183.798997,Midwest,IN,"Lake County, IN",18089
2020/12/23,485.0720693,South,FL,"Miami-Dade County, FL",12086
2020/12/23,478.0853918,Northeast,MA,"Middlesex County, MA",25017
2020/12/23,107.3381542,West,CA,"Monterey County, CA",6053
2020/12/23,300.0633778,Northeast,NY,"Nassau County, NY",36059
2020/12/23,861.002227,Northeast,DE,"New Castle County, DE",10003
2020/12/23,308.6322596,West,MT,"Park County, MT",30067
2020/12/23,1132.121323,Midwest,IL,"Peoria County, IL",17143
2020/12/23,425.2956098,West,CA,"Placer County, CA",6061
2020/12/23,514.0470924,West,CA,"Sacramento County, CA",6067
2020/12/23,582.7189145,West,WA,"Skagit County, WA",53057
2020/12/23,749.9986289,South,VA,"Stafford County, VA",51179
2020/12/23,871.7473721,Northeast,MA,"Suffolk County, MA",25025
2020/12/23,1058.68645,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/12/23,590.4155187,Northeast,NJ,"Union County, NJ",34039
2020/12/23,1222.658155,Northeast,PA,"Westmoreland County, PA",42129
2020/12/30,712.3525918,Northeast,MA,"Berkshire County, MA",25003
2020/12/30,1560.433771,Northeast,PA,"Dauphin County, PA",42043
2020/12/30,477.6565787,West,NV,"Elko County, NV",32007
2020/12/30,956.3465943,Northeast,PA,"Erie County, PA",42049
2020/12/30,977.2704787,Northeast,MA,"Essex County, MA",25009
2020/12/30,1048.802599,Northeast,CT,"Fairfield County, CT",9001
2020/12/30,647.7704358,Northeast,MA,"Hampshire County, MA",25015
2020/12/30,402.8910056,Midwest,MN,"Hennepin County, MN",27053
2020/12/30,330.300698,Northeast,PA,"Indiana County, PA",42063
2020/12/30,620.3867088,West,OR,"Jackson County, OR",41029
2020/12/30,557.9074796,South,KY,"Jefferson County, KY",21111
2020/12/30,461.9289448,South,FL,"Miami-Dade County, FL",12086
2020/12/30,425.5295715,Northeast,MA,"Middlesex County, MA",25017
2020/12/30,146.9127131,West,CA,"Monterey County, CA",6053
2020/12/30,459.3313725,Northeast,PA,"Montgomery County, PA",42091
2020/12/30,500.514367,Northeast,NY,"Nassau County, NY",36059
2020/12/30,911.0926763,Northeast,DE,"New Castle County, DE",10003
2020/12/30,303.6854117,South,FL,"Palm Beach County, FL",12099
2020/12/30,711.9655022,West,MT,"Park County, MT",30067
2020/12/30,1147.537507,Midwest,IL,"Peoria County, IL",17143
2020/12/30,759.9880594,West,CA,"Placer County, CA",6061
2020/12/30,367.230802,West,WA,"Skagit County, WA",53057
2020/12/30,966.4720124,South,VA,"Stafford County, VA",51179
2020/12/30,915.6968865,Northeast,MA,"Suffolk County, MA",25025
2020/12/30,1287.079161,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/12/30,1285.087095,Northeast,PA,"Westmoreland County, PA",42129
2021/1/6,1173.348908,Northeast,MA,"Berkshire County, MA",25003
2021/1/6,530.8984482,West,NV,"Elko County, NV",32007
2021/1/6,652.1691892,Northeast,PA,"Erie County, PA",42049
2021/1/6,951.3438806,Northeast,MA,"Essex County, MA",25009
2021/1/6,631.0492909,Northeast,CT,"Fairfield County, CT",9001
2021/1/6,1312.269913,Northeast,PA,"Franklin County, PA",42055
2021/1/6,1024.472605,South,TN,"Hamilton County, TN",47065
2021/1/6,548.0871587,Northeast,MA,"Hampshire County, MA",25015
2021/1/6,478.8844663,West,OR,"Jackson County, OR",41029
2021/1/6,757.3266957,South,KY,"Jefferson County, KY",21111
2021/1/6,663.959494,South,FL,"Miami-Dade County, FL",12086
2021/1/6,303.8317281,Northeast,MA,"Middlesex County, MA",25017
2021/1/6,157.6160844,West,CA,"Monterey County, CA",6053
2021/1/6,1010.194581,Northeast,NY,"Nassau County, NY",36059
2021/1/6,376.983279,West,MT,"Park County, MT",30067
2021/1/6,1180.098164,Midwest,IL,"Peoria County, IL",17143
2021/1/6,750.9165752,West,CA,"Placer County, CA",6061
2021/1/6,493.2506172,West,CA,"Sacramento County, CA",6067
2021/1/6,811.5157707,South,TN,"Shelby County, TN",47157
2021/1/6,327.6765119,West,WA,"Skagit County, WA",53057
2021/1/6,1353.44752,South,VA,"Stafford County, VA",51179
2021/1/6,1140.160103,Northeast,MA,"Suffolk County, MA",25025
2021/1/6,1757.742131,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/1/6,1044.650176,Northeast,NJ,"Union County, NJ",34039
2021/1/6,731.2959048,Northeast,PA,"Westmoreland County, PA",42129
2021/1/13,827.0728992,Northeast,MA,"Berkshire County, MA",25003
2021/1/13,172.6010007,West,NV,"Elko County, NV",32007
2021/1/13,742.8995558,Northeast,PA,"Erie County, PA",42049
2021/1/13,404.2834747,Northeast,MA,"Essex County, MA",25009
2021/1/13,479.7193635,Northeast,CT,"Fairfield County, CT",9001
2021/1/13,373.6025213,Northeast,MA,"Hampshire County, MA",25015
2021/1/13,494.2503959,Northeast,PA,"Indiana County, PA",42063
2021/1/13,436.6330008,West,OR,"Jackson County, OR",41029
2021/1/13,772.7255743,South,KY,"Jefferson County, KY",21111
2021/1/13,527.7855626,South,FL,"Miami-Dade County, FL",12086
2021/1/13,268.5777174,Northeast,MA,"Middlesex County, MA",25017
2021/1/13,110.2294305,West,CA,"Monterey County, CA",6053
2021/1/13,440.455298,Northeast,PA,"Montgomery County, PA",42091
2021/1/13,1314.812269,Northeast,NY,"Nassau County, NY",36059
2021/1/13,222.6372837,South,FL,"Palm Beach County, FL",12099
2021/1/13,657.4611093,West,CA,"Placer County, CA",6061
2021/1/13,433.7731637,West,CA,"Sacramento County, CA",6067
2021/1/13,390.5884606,South,TN,"Shelby County, TN",47157
2021/1/13,284.3068404,West,WA,"Skagit County, WA",53057
2021/1/13,1651.924145,South,VA,"Stafford County, VA",51179
2021/1/13,1067.047196,Northeast,MA,"Suffolk County, MA",25025
2021/1/13,1442.934826,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/1/20,125.3575846,West,CO,"Arapahoe County, CO",8005
2021/1/20,341.9139229,Northeast,MA,"Berkshire County, MA",25003
2021/1/20,130.9308015,West,NV,"Elko County, NV",32007
2021/1/20,598.9746562,Northeast,PA,"Erie County, PA",42049
2021/1/20,272.9345784,Northeast,MA,"Essex County, MA",25009
2021/1/20,457.6571599,Northeast,CT,"Fairfield County, CT",9001
2021/1/20,537.3369718,South,TN,"Hamilton County, TN",47065
2021/1/20,398.1327578,Northeast,MA,"Hampshire County, MA",25015
2021/1/20,681.0365768,Northeast,PA,"Indiana County, PA",42063
2021/1/20,519.1972745,West,OR,"Jackson County, OR",41029
2021/1/20,489.668092,South,KY,"Jefferson County, KY",21111
2021/1/20,328.8847387,Midwest,IN,"Lake County, IN",18089
2021/1/20,447.081386,South,FL,"Miami-Dade County, FL",12086
2021/1/20,253.9031002,Northeast,MA,"Middlesex County, MA",25017
2021/1/20,98.14753036,West,CA,"Monterey County, CA",6053
2021/1/20,810.6284583,Northeast,NY,"Nassau County, NY",36059
2021/1/20,133.7346827,West,MT,"Park County, MT",30067
2021/1/20,270.1734021,West,CA,"Placer County, CA",6061
2021/1/20,273.8526566,West,CA,"Sacramento County, CA",6067
2021/1/20,419.0954876,South,TN,"Shelby County, TN",47157
2021/1/20,276.9613306,West,WA,"Skagit County, WA",53057
2021/1/20,1042.448418,South,VA,"Stafford County, VA",51179
2021/1/20,951.7518922,Northeast,MA,"Suffolk County, MA",25025
2021/1/20,748.371621,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/1/20,858.5969547,Northeast,NJ,"Union County, NJ",34039
2021/1/20,397.4071879,Northeast,PA,"Westmoreland County, PA",42129
2021/1/27,114.3551593,West,CO,"Arapahoe County, CO",8005
2021/1/27,133.7915492,Northeast,MA,"Berkshire County, MA",25003
2021/1/27,358.1225613,Northeast,PA,"Dauphin County, PA",42043
2021/1/27,347.0589194,West,NV,"Elko County, NV",32007
2021/1/27,900.8077857,Northeast,PA,"Erie County, PA",42049
2021/1/27,420.7098494,Northeast,MA,"Essex County, MA",25009
2021/1/27,466.3338419,Northeast,CT,"Fairfield County, CT",9001
2021/1/27,491.1335955,Northeast,PA,"Franklin County, PA",42055
2021/1/27,463.7566661,Northeast,MA,"Hampshire County, MA",25015
2021/1/27,263.6780182,Northeast,PA,"Indiana County, PA",42063
2021/1/27,328.7536957,South,KY,"Jefferson County, KY",21111
2021/1/27,541.0992632,Midwest,IN,"Lake County, IN",18089
2021/1/27,333.0509878,South,FL,"Miami-Dade County, FL",12086
2021/1/27,241.1032026,Northeast,MA,"Middlesex County, MA",25017
2021/1/27,44.64879427,West,CA,"Monterey County, CA",6053
2021/1/27,256.7123034,Northeast,PA,"Montgomery County, PA",42091
2021/1/27,155.477245,South,FL,"Palm Beach County, FL",12099
2021/1/27,164.6825147,West,MT,"Park County, MT",30067
2021/1/27,232.1869402,West,CA,"Placer County, CA",6061
2021/1/27,254.5007326,West,CA,"Sacramento County, CA",6067
2021/1/27,257.8970863,South,TN,"Shelby County, TN",47157
2021/1/27,205.3313174,West,WA,"Skagit County, WA",53057
2021/1/27,778.9451493,South,VA,"Stafford County, VA",51179
2021/1/27,634.2548036,Northeast,MA,"Suffolk County, MA",25025
2021/1/27,218.5624889,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/2/3,90.30378385,West,CO,"Arapahoe County, CO",8005
2021/2/3,370.9437176,West,NV,"Elko County, NV",32007
2021/2/3,463.2036479,Northeast,PA,"Erie County, PA",42049
2021/2/3,298.5116332,Northeast,MA,"Essex County, MA",25009
2021/2/3,689.5626229,Northeast,CT,"Fairfield County, CT",9001
2021/2/3,551.4187374,Northeast,PA,"Franklin County, PA",42055
2021/2/3,314.1541556,South,TN,"Hamilton County, TN",47065
2021/2/3,250.7642916,Northeast,MA,"Hampshire County, MA",25015
2021/2/3,204.1159562,Northeast,PA,"Indiana County, PA",42063
2021/2/3,337.2178037,South,KY,"Jefferson County, KY",21111
2021/2/3,375.2500643,Midwest,IN,"Lake County, IN",18089
2021/2/3,220.5766468,South,FL,"Miami-Dade County, FL",12086
2021/2/3,154.8033041,Northeast,MA,"Middlesex County, MA",25017
2021/2/3,38.4859223,West,CA,"Monterey County, CA",6053
2021/2/3,792.5516553,Northeast,NY,"Nassau County, NY",36059
2021/2/3,282.5392619,West,MT,"Park County, MT",30067
2021/2/3,176.8568237,West,CA,"Placer County, CA",6061
2021/2/3,126.1852008,South,TN,"Shelby County, TN",47157
2021/2/3,203.6481119,West,WA,"Skagit County, WA",53057
2021/2/3,664.4857435,South,VA,"Stafford County, VA",51179
2021/2/3,430.7867143,Northeast,MA,"Suffolk County, MA",25025
2021/2/3,132.6616485,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/2/10,55.7376683,Northeast,MA,"Berkshire County, MA",25003
2021/2/10,379.2042184,Northeast,PA,"Dauphin County, PA",42043
2021/2/10,320.6702199,West,NV,"Elko County, NV",32007
2021/2/10,232.5334721,Northeast,PA,"Erie County, PA",42049
2021/2/10,242.5031004,Northeast,MA,"Essex County, MA",25009
2021/2/10,431.5993332,Northeast,CT,"Fairfield County, CT",9001
2021/2/10,134.7356254,Northeast,MA,"Hampshire County, MA",25015
2021/2/10,345.3661989,Northeast,PA,"Indiana County, PA",42063
2021/2/10,215.8982971,South,KY,"Jefferson County, KY",21111
2021/2/10,139.775206,Midwest,IN,"Lake County, IN",18089
2021/2/10,167.5654697,South,FL,"Miami-Dade County, FL",12086
2021/2/10,90.50750685,Northeast,MA,"Middlesex County, MA",25017
2021/2/10,68.24946409,West,CA,"Monterey County, CA",6053
2021/2/10,122.9041765,Northeast,PA,"Montgomery County, PA",42091
2021/2/10,393.5522069,Northeast,NY,"Nassau County, NY",36059
2021/2/10,116.9732131,South,FL,"Palm Beach County, FL",12099
2021/2/10,82.64289597,West,MT,"Park County, MT",30067
2021/2/10,119.9198751,West,CA,"Placer County, CA",6061
2021/2/10,147.8533793,South,TN,"Shelby County, TN",47157
2021/2/10,381.6218005,South,VA,"Stafford County, VA",51179
2021/2/10,380.2273961,Northeast,MA,"Suffolk County, MA",25025
2021/2/10,165.9509003,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/2/10,291.1940557,Northeast,NJ,"Union County, NJ",34039
2021/2/17,68.88525761,West,CO,"Arapahoe County, CO",8005
2021/2/17,110.9155526,West,NV,"Elko County, NV",32007
2021/2/17,262.4256046,Northeast,PA,"Erie County, PA",42049
2021/2/17,89.10092659,Northeast,MA,"Essex County, MA",25009
2021/2/17,285.88135,Northeast,CT,"Fairfield County, CT",9001
2021/2/17,109.1673244,South,TN,"Hamilton County, TN",47065
2021/2/17,109.2954117,Northeast,MA,"Hampshire County, MA",25015
2021/2/17,247.5524099,Northeast,PA,"Indiana County, PA",42063
2021/2/17,160.8457951,South,KY,"Jefferson County, KY",21111
2021/2/17,121.8265191,Midwest,IN,"Lake County, IN",18089
2021/2/17,139.970925,South,FL,"Miami-Dade County, FL",12086
2021/2/17,68.21070518,Northeast,MA,"Middlesex County, MA",25017
2021/2/17,20.11385701,West,CA,"Monterey County, CA",6053
2021/2/17,328.6895988,Northeast,NY,"Nassau County, NY",36059
2021/2/17,27.39724273,West,MT,"Park County, MT",30067
2021/2/17,60.68679422,West,CA,"Placer County, CA",6061
2021/2/17,98.95149726,South,TN,"Shelby County, TN",47157
2021/2/17,209.2991716,South,VA,"Stafford County, VA",51179
2021/2/17,381.2832335,Northeast,MA,"Suffolk County, MA",25025
2021/2/17,157.4185014,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/2/24,56.56144858,West,CO,"Arapahoe County, CO",8005
2021/2/24,37.56849426,Northeast,MA,"Berkshire County, MA",25003
2021/2/24,299.0016691,Northeast,PA,"Dauphin County, PA",42043
2021/2/24,59.59332857,West,NV,"Elko County, NV",32007
2021/2/24,288.1482468,Northeast,PA,"Erie County, PA",42049
2021/2/24,58.74147136,Northeast,MA,"Essex County, MA",25009
2021/2/24,343.334161,Northeast,CT,"Fairfield County, CT",9001
2021/2/24,133.8769134,Northeast,PA,"Franklin County, PA",42055
2021/2/24,211.9344031,Northeast,MA,"Hampshire County, MA",25015
2021/2/24,195.3993579,Northeast,PA,"Indiana County, PA",42063
2021/2/24,170.2877242,South,KY,"Jefferson County, KY",21111
2021/2/24,102.46849,Midwest,IN,"Lake County, IN",18089
2021/2/24,143.1024132,South,FL,"Miami-Dade County, FL",12086
2021/2/24,107.1679284,Northeast,MA,"Middlesex County, MA",25017
2021/2/24,5.967106807,West,CA,"Monterey County, CA",6053
2021/2/24,54.41646853,Northeast,PA,"Montgomery County, PA",42091
2021/2/24,347.8481433,Northeast,NY,"Nassau County, NY",36059
2021/2/24,74.14121399,South,FL,"Palm Beach County, FL",12099
2021/2/24,21.11563184,West,MT,"Park County, MT",30067
2021/2/24,71.78604932,West,CA,"Placer County, CA",6061
2021/2/24,216.6600836,South,VA,"Stafford County, VA",51179
2021/2/24,319.6981896,Northeast,MA,"Suffolk County, MA",25025
2021/2/24,247.3178687,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/2/24,267.27903,Northeast,NJ,"Union County, NJ",34039
2021/3/3,53.28815195,West,CO,"Arapahoe County, CO",8005
2021/3/3,55.72521541,West,NV,"Elko County, NV",32007
2021/3/3,195.8143593,Northeast,PA,"Erie County, PA",42049
2021/3/3,63.51893647,Northeast,MA,"Essex County, MA",25009
2021/3/3,257.8610271,Northeast,CT,"Fairfield County, CT",9001
2021/3/3,225.4415088,Northeast,PA,"Franklin County, PA",42055
2021/3/3,95.38072349,South,TN,"Hamilton County, TN",47065
2021/3/3,334.3743786,Northeast,MA,"Hampshire County, MA",25015
2021/3/3,205.0219038,Northeast,PA,"Indiana County, PA",42063
2021/3/3,214.4391049,South,KY,"Jefferson County, KY",21111
2021/3/3,97.4204831,Midwest,IN,"Lake County, IN",18089
2021/3/3,188.3324881,South,FL,"Miami-Dade County, FL",12086
2021/3/3,112.5959576,Northeast,MA,"Middlesex County, MA",25017
2021/3/3,7.530334889,West,CA,"Monterey County, CA",6053
2021/3/3,302.4430299,Northeast,NY,"Nassau County, NY",36059
2021/3/3,66.09284253,West,MT,"Park County, MT",30067
2021/3/3,47.24479727,West,CA,"Placer County, CA",6061
2021/3/3,223.6443932,South,VA,"Stafford County, VA",51179
2021/3/3,326.8928745,Northeast,MA,"Suffolk County, MA",25025
2021/3/3,340.5836291,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/3/10,191.4098022,Northeast,PA,"Dauphin County, PA",42043
2021/3/10,51.50872317,West,NV,"Elko County, NV",32007
2021/3/10,117.9498719,Northeast,PA,"Erie County, PA",42049
2021/3/10,87.98496997,Northeast,MA,"Essex County, MA",25009
2021/3/10,229.960731,Northeast,CT,"Fairfield County, CT",9001
2021/3/10,195.8984197,Northeast,PA,"Indiana County, PA",42063
2021/3/10,154.2235279,South,KY,"Jefferson County, KY",21111
2021/3/10,80.81167226,Midwest,IN,"Lake County, IN",18089
2021/3/10,238.3910991,South,FL,"Miami-Dade County, FL",12086
2021/3/10,89.57694678,Northeast,MA,"Middlesex County, MA",25017
